"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"227","12/18/2015","8","0","0","0","0","15","0","4","3","0","1","0","0","4","4","0","3","0","0","0","0","0","0","0","0","0","57977","","","","","85853","","","","","","","","","","","","","","","","","","","","","55299","","","","","7193","","","","","","","","","","","","","","","","","","","","","57630.25","","","","","48318.266666667","","","","","","","","","","","","","","","","","","","","","942.10884266552","","","","","26201.879802975","","","","","","","","","","","","","","","","","","","",""
"228","12/19/2015","1","0","0","5","0","22","0","2","10","0","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","14133","","71382","","","23946","","","","","","23946","","","","","","","","","","","","","","","14094","","4829","","","21450","","","","","","21450","","","","","","","","","","","","","","","14112.6","","23197.181818182","","","22687.5","","","","","","22687.5","","","","","","","","","","","","","","","14.293355099486","","14392.318522099","","","945.22968989906","","","","","","945.22968989906","","","","","","","","","","",""
"229","12/20/2015","0","0","0","0","0","5","0","4","0","0","0","0","0","4","0","0","1","0","0","1","0","0","0","0","0","0","","","","","","63744","","","","","","","","","","","","","","","","","","","","","","","","","","11994","","","","","","","","","","","","","","","","","","","","","","","","","","40585.6","","","","","","","","","","","","","","","","","","","","","","","","","","21426.145962352","","","","","","","","","","","","","","","","","","","",""
"230","12/21/2015","5","0","0","0","0","21","0","3","6","0","0","0","0","3","6","0","2","0","0","0","0","0","0","0","0","0","38535","","","","","84828","","","84806","","","","","","84806","","","","","","","","","","","","38298","","","","","1877","","","1841","","","","","","1841","","","","","","","","","","","","38414","","","","","33612.619047619","","","19458.833333333","","","","","","19458.833333333","","","","","","","","","","","","88.727109724142","","","","","25776.302792441","","","33160.652107078","","","","","","33160.652107078","","","","","","","","","","",""
"231","12/22/2015","0","0","0","0","0","5","0","3","3","0","0","0","0","3","3","0","9","0","0","0","0","0","0","0","0","0","","","","","","76858","","","","","","","","","","","41104","","","","","","","","","","","","","","","23257","","","","","","","","","","","2321","","","","","","","","","","","","","","","38491.2","","","","","","","","","","","23768.111111111","","","","","","","","","","","","","","","22068.631849301","","","","","","","","","","","13417.750551456","","","","","","","","",""
"232","12/23/2015","0","0","0","0","0","7","0","4","0","0","1","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","","","","","","48125","","","","","","","","","","","","","","","","","","","","","","","","","","29039","","","","","","","","","","","","","","","","","","","","","","","","","","36151.571428571","","","","","","","","","","","","","","","","","","","","","","","","","","6145.6399139862","","","","","","","","","","","","","","","","","","","",""
"233","12/24/2015","0","0","0","0","0","5","0","3","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","73350","","","","","","","","","","","","","","","","","","","","","","","","","","53680","","","","","","","","","","","","","","","","","","","","","","","","","","62017.8","","","","","","","","","","","","","","","","","","","","","","","","","","8287.4398459355","","","","","","","","","","","","","","","","","","","",""
"234","12/25/2015","2","0","0","0","0","8","0","3","7","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","","","","","","68838","","","69458","","","","","","69458","","","","","","","","","","","","","","","","","24863","","","10014","","","","","","10013","","","","","","","","","","","","","","","","","53028","","","48980.428571428","","","","","","51784.111111111","","","","","","","","","","","","","","","","","16476.207920167","","","20869.013096432","","","","","","19246.089488806","","","","","","","","","","",""
"235","12/26/2015","0","0","0","0","0","2","0","2","2","0","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236","12/27/2015","0","0","0","0","0","3","0","2","1","0","0","0","0","2","1","0","1","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237","12/28/2015","0","0","0","0","0","10","0","3","8","0","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0","0","","","","","","64973","","","36192","","","","","","36192","","","","","","","","","","","","","","","","","10401","","","10382","","","","","","10382","","","","","","","","","","","","","","","","","33764.3","","","26317","","","","","","26317","","","","","","","","","","","","","","","","","17959.184595756","","","7339.642128294","","","","","","7339.642128294","","","","","","","","","","",""
"238","12/29/2015","0","0","0","0","0","10","0","6","4","0","0","0","0","6","5","0","2","0","0","0","0","0","0","0","0","0","","","","","","75540","","75474","","","","","","75474","1893","","","","","","","","","","","","","","","","","1395","","1739","","","","","","1739","1390","","","","","","","","","","","","","","","","","24855","","21131.833333333","","","","","","21131.833333333","1641.4","","","","","","","","","","","","","","","","","30965.981764941","","31596.023657522","","","","","","31596.023657522","234.68873002341","","","","","","","","","","",""
"239","12/30/2015","0","0","0","0","0","6","0","3","3","1","1","0","0","3","4","0","3","0","0","0","0","0","0","0","0","0","","","","","","45777","","","","","","","","","","","","","","","","","","","","","","","","","","2480","","","","","","","","","","","","","","","","","","","","","","","","","","17999.666666667","","","","","","","","","","","","","","","","","","","","","","","","","","21461.289706508","","","","","","","","","","","","","","","","","","","",""
"240","12/31/2015","0","0","0","0","0","4","0","2","1","0","0","0","0","2","1","0","3","2","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"241","1/1/2016","0","0","0","0","0","7","0","4","2","0","0","0","1","4","2","0","1","0","0","0","0","0","0","0","0","0","","","","","","71023","","","","","","","","","","","","","","","","","","","","","","","","","","394","","","","","","","","","","","","","","","","","","","","","","","","","","34465.428571428","","","","","","","","","","","","","","","","","","","","","","","","","","28830.033216868","","","","","","","","","","","","","","","","","","","",""
"242","1/2/2016","0","0","0","0","0","5","0","4","1","0","0","0","0","4","1","0","4","2","0","0","0","0","0","0","0","0","","","","","","63620","","","","","","","","","","","","","","","","","","","","","","","","","","9376","","","","","","","","","","","","","","","","","","","","","","","","","","41251.4","","","","","","","","","","","","","","","","","","","","","","","","","","19853.950231629","","","","","","","","","","","","","","","","","","","",""
"243","1/3/2016","0","0","0","0","0","9","0","4","8","0","0","0","0","4","8","0","0","0","0","0","0","0","0","0","0","0","","","","","","77175","","","84332","","","","","","84332","","","","","","","","","","","","","","","","","1435","","","1437","","","","","","1437","","","","","","","","","","","","","","","","","24733.666666667","","","31393.875","","","","","","31393.875","","","","","","","","","","","","","","","","","24693.563356673","","","31143.494332972","","","","","","31143.494332972","","","","","","","","","","",""
"244","1/4/2016","0","0","0","0","0","19","0","6","4","0","0","0","0","7","10","0","3","0","0","0","0","0","0","0","0","0","","","","","","85020","","79820","","","","","","79820","79964","","","","","","","","","","","","","","","","","32195","","8633","","","","","","8633","39021","","","","","","","","","","","","","","","","","70136.157894737","","49347.833333333","","","","","","53698","75718.8","","","","","","","","","","","","","","","","","16661.932871946","","24371.717989643","","","","","","25049.076257086","12894.500462514","","","","","","","","","","",""
"245","1/5/2016","6","0","0","0","0","42","0","8","17","0","0","1","0","10","18","0","3","0","0","0","0","0","0","0","0","0","14477","","","","","68582","","68676","68581","","","","","68676","68581","","","","","","","","","","","","4276","","","","","112","","180","2286","","","","","180","2286","","","","","","","","","","","","9027.3333333333","","","","","14292.976190476","","15979.375","16502.941176471","","","","","14062.3","16347.722222222","","","","","","","","","","","","3554.2313749483","","","","","15228.392099176","","22804.790780745","16093.216313367","","","","","20513.99642006","15626.595383232","","","","","","","","","","",""
